rna_cond1_S1	rna_cond1_S2	rna_cond1_S3	rna_cond1_S4	rna_cond2_S1	rna_cond2_S2	rna_cond2_S3	rna_cond2_S4
43	25	49	32	91	48	24	54
264	261	350	148	195	140	176	157
362	219	201	294	2431	1760	2291	2041
2179	289	2172	1742	95	170	71	178
121	50	73	63	88	134	39	76
18	16	76	8	61	45	47	24
143	345	223	214	125	102	70	56
332	245	503	100	394	285	421	235
3	11	6	3	34	19	19	35
1994	1274	779	1439	1167	568	377	520
1679	1308	2299	1460	688	918	1450	771
136	556	262	207	164	438	742	265
19	47	36	22	8	2	3	15
817	386	1555	746	559	333	365	499
91	125	248	153	49	46	49	41
155262	40054	61834	39464	44289	49188	45161	28284
1475	3658	4470	17067	402	180	2229	8881
540	373	536	418	727	811	978	500
987	761	2175	260	703	768	1262	1252
41	8	67	12	27	37	26	29
37	31	40	59	19	58	24	37
1117	1824	7553	20129	4361	19530	43624	50990
17621	33329	85021	98837	630	8789	12952	47229
3520	3447	5695	3048	5645	2240	1801	4270
4	4	7	21	30	30	9	14
44	38	62	46	69	84	75	68
712	1988	1300	1112	1024	558	1349	783
722	639	795	230	2176	882	805	800
478	235	361	99	239	480	275	385
182	294	345	195	168	160	157	259
31	22	4	18	25	15	20	22
334	31	286	245	599	515	1114	751
1833	659	1179	1357	779	1699	1580	1135
12	28	27	35	26	35	40	32
4769	2455	2161	3641	2766	2913	2923	2255
240	157	396	303	129	109	151	270
1287	1707	1640	778	2069	857	1020	1364
1938	1524	1649	2083	1511	1659	1144	2375
985	4754	9238	44205	223	743	3188	6286
4	1	3	6	16	6	15	5
287	128	186	296	36	165	150	266
1337	1187	905	1252	695	666	1535	1747
9	22	11	8	39	67	16	35
762	323	332	887	550	920	997	859
15	59	63	23	34	28	13	23
145	413	195	269	530	254	276	337
4649	3636	5911	1730	2660	4785	2138	2553
17	44	34	56	61	51	43	74
28	12	15	8	47	16	18	13
799	1338	4894	28278	15892	16654	39019	78548
345	317	235	317	168	208	353	134
2179	2537	9600	21556	8770	32956	33005	197144
23	27	7	14	104	67	83	115
525	675	1413	851	645	428	440	370
1878	2084	2199	4310	2292	1726	3648	3815
22924	17236	22190	53978	12572	21080	36005	28904
11	5	7	14	3	2	10	8
89	98	100	31	36	71	127	144
295	376	614	172	274	262	436	492
9	13	12	24	14	30	22	19
22	11	6	21	27	61	8	17
367	508	233	240	892	269	506	893
288	349	90	423	56	331	324	160
3	8	4	3	11	1	4	8
5	9	26	9	5	12	5	11
906	1251	1772	1151	263	1101	1027	520
690	536	1050	609	994	879	876	803
56	78	38	25	139	53	44	35
78	14	31	80	34	20	19	24
126	169	151	122	129	144	97	175
2459	2053	1744	793	2457	1235	4055	6653
453	657	824	272	681	1183	246	184
386	438	221	517	121	303	116	430
105	92	102	66	48	42	45	42
396	579	564	322	374	486	581	833
76	73	40	114	23	94	71	12
468	513	782	1336	654	626	913	1299
449	258	208	526	162	201	697	437
275	713	313	334	474	680	318	1571
170	232	617	526	93	260	388	433
41	12	4	13	4	2	9	0
89	181	51	49	31	60	36	48
1087	1996	344	1810	665	1296	673	1590
444	171	384	240	410	301	237	251
5	3	8	8	7	4	4	5
2539	8866	21724	65499	13770	23026	62925	226876
47	64	41	25	104	83	37	32
7	8	2	6	2	3	4	4
3	10	8	4	7	16	1	15
25	11	17	54	6	33	29	37
153	158	96	111	301	255	335	75
4483	1821	3925	5508	7021	10701	8973	2247
133	445	2321	4934	9	133	376	582
1010	713	638	610	1984	4241	2231	6329
44	99	64	130	76	62	117	125
2135	1355	1291	1123	706	1339	670	393
2444	5399	2812	7613	3946	3556	3153	3021
748	714	646	413	482	292	529	549
89	137	100	66	105	159	44	166
176	488	457	615	2005	2774	1179	2656
1292	11335	21402	103690	520	1770	3322	17118
377	649	411	170	254	396	434	228
292	160	113	304	206	177	64	115
393	630	346	407	205	531	745	804
526	333	528	979	1265	394	540	765
46	47	12	25	35	23	42	35
193	338	201	238	646	406	639	352
136	172	240	177	383	290	177	300
171	129	250	454	208	294	171	387
818	1614	955	1497	1075	2704	2305	1359
26	27	33	22	16	13	22	16
405	1146	239	137	946	644	219	383
7001	6916	4385	3205	15921	23542	3815	8136
8438	12905	8426	4840	3343	3386	2662	7811
2452	539	2617	1575	1410	1157	1695	656
3531	6018	26217	88352	2575	1888	6185	20064
609	599	525	666	276	377	466	479
409	162	321	295	258	261	197	320
504	534	157	72	145	183	283	303
426	1229	909	1015	528	2038	910	1308
111	333	199	180	254	100	85	70
6	30	13	7	11	18	10	11
9	4	17	14	11	1	7	3
2606	2451	2940	1711	1555	1549	875	1365
1	7	9	12	8	12	4	5
444	97	476	419	209	233	301	189
25	6	43	10	24	13	6	14
343	472	53	88	121	56	79	129
16	5	2	6	35	62	27	21
125	205	337	217	399	723	132	527
481	1480	711	441	1409	1137	1171	1154
396	265	107	394	283	309	561	176
1043	775	766	1182	2113	2928	1944	787
190	449	843	166	434	481	609	210
1571	4623	3002	6180	1299	5972	6772	3253
23	17	24	5	30	5	23	16
7	8	5	2	2	5	3	4
1420	1736	2008	1828	3192	1277	1518	1323
99	72	48	73	162	114	174	148
16	9	9	16	3	12	22	14
19	100	439	979	4	8	30	81
33	18	32	42	30	25	60	16
53	49	93	35	43	62	48	54
206	154	225	301	257	161	242	374
1919	1056	1423	2629	2766	1886	1917	1812
170	467	1135	3467	72	70	397	1048
103	327	348	87	110	344	17	168
670	659	634	1007	352	571	525	656
907	1645	1632	12879	87	139	955	3761
712	807	317	706	399	335	217	333
7378	37900	89453	367348	2153	9350	34504	83794
156	164	91	76	123	121	356	243
371	820	874	556	535	309	166	325
1094	1913	510	1209	823	656	527	790
777	1333	844	687	1244	2301	557	1865
133	185	78	90	24	93	24	65
203	129	43	204	251	159	235	230
3135	2047	1086	1074	2672	649	1113	1845
15	18	6	19	5	6	15	19
1179	4131	1763	3845	2577	5020	2570	8239
206	160	234	211	122	253	332	133
225	372	244	518	256	291	182	474
9347	27297	58242	212385	15815	75505	288129	1020373
310	1364	292	705	1205	661	816	136
2551	1209	3692	2113	4857	3042	2675	2095
68	68	22	99	171	118	131	100
303	640	175	159	279	471	381	244
84	127	81	84	131	47	128	137
7	5	34	27	7	7	25	21
58	64	45	52	28	3	8	71
1113	11053	11748	46486	5529	18695	73022	199008
12718	35040	27721	18321	40293	44017	41441	49095
1996	1664	3414	2255	2300	4435	1760	3754
18	18	3	29	17	2	24	4
919	2924	603	1186	749	897	997	880
630	883	494	536	1459	285	609	1066
14	5	11	6	29	23	12	42
341	501	543	277	568	829	678	322
2686	3540	13793	70617	21296	55473	85869	507066
42	75	152	159	237	435	1159	1439
338	1198	224	447	247	718	693	505
13	3	18	8	11	3	7	1
919	1070	544	815	911	975	1114	702
520	712	324	447	241	513	605	387
223	670	596	468	301	594	195	253
239	143	198	496	523	83	325	389
1062	490	335	898	861	727	615	1191
50	273	525	1782	60	63	541	1285
967	577	397	1298	962	1862	1574	1837
39	55	48	64	5	6	6	4
1513	1313	1582	1214	2496	1753	1338	2109
152	135	78	196	67	87	88	166
236	97	88	59	77	50	121	68
302	387	448	512	248	400	630	511
1540	1653	2653	3172	1138	5404	2393	2624
120	882	1253	5206	623	1403	21866	19875
460	690	712	197	1079	610	682	778
213	294	408	483	166	669	153	630
631	821	1954	330	1365	1786	1395	575
289	361	328	392	397	501	403	282
19065	15355	22866	12740	50693	42870	33839	89686
1164	865	926	540	759	875	719	597
2108	10852	21627	13326	7737	11402	12074	11124
2754	858	3727	4462	2822	2876	6176	4490
845	966	1002	513	721	616	378	573
834	485	397	1029	76	269	232	186
3352	1130	1668	1702	1930	2527	1693	964
1261	862	1211	787	1325	598	236	311
430	316	665	542	664	593	892	421
32	57	19	34	31	36	36	79
826	862	1199	1305	1169	816	1755	669
23	106	55	87	122	116	232	28
32	37	34	29	80	16	13	40
416	290	157	208	477	154	237	159
105	96	150	80	205	160	177	83
223	196	182	453	353	151	509	869
451	652	482	305	237	259	270	337
510	399	507	241	1196	1360	1672	939
25	18	2	42	12	13	13	33
1393	1578	1355	899	471	885	932	495
3350	2810	3231	2777	11899	3966	5239	4759
841	603	1147	602	236	661	376	453
45	28	43	12	43	9	19	4
7	3	3	8	0	6	0	1
24	39	98	121	48	56	86	87
12	2	0	13	4	0	10	0
40	50	8	29	21	20	28	48
14	11	14	11	12	7	3	2
291	241	125	542	139	61	160	138
1936	2046	912	2230	1586	4502	3633	6758
692	325	1037	838	375	468	320	255
705	1185	10010	21173	135	547	876	2249
7	15	9	6	40	37	10	16
4	16	25	57	12	6	31	27
8417	5108	9527	4671	8063	5757	5977	6248
15	43	35	40	66	14	42	8
1299	2591	2482	2570	1243	785	879	2055
14	42	41	14	24	20	10	19
7934	9644	5752	3967	5282	15584	12968	8002
3807	4518	3415	5106	2537	8574	2878	2375
605	585	547	1237	2493	3815	6416	2398
13481	12897	14979	6289	31034	80432	44827	33017
1326	1545	1980	1247	576	1062	933	1826
141	323	89	132	369	286	220	278
122	62	83	65	30	44	40	29
5883	6495	6411	3666	3287	2986	2215	6118
293	266	194	183	75	89	140	186
328	586	446	161	658	566	444	464
28	23	13	73	46	58	24	20
449	855	314	166	334	298	255	425
166	867	662	876	324	223	436	174
65	61	21	144	77	51	125	124
2497	3368	3539	11771	4794	4228	3295	2651
1552	2296	2562	2302	1063	2842	2597	3982
2645	2261	1641	2090	1738	2288	1665	2405
370	275	99	206	531	626	436	1153
1220	3131	1535	1050	2997	822	1721	1774
73	261	239	235	566	509	135	416
352	339	647	723	753	608	1016	1078
106	101	279	227	77	30	32	106
11	22	3	9	10	11	10	17
59	237	153	51	143	144	130	158
1387	778	1869	1904	1917	1663	1665	435
248	388	1550	7716	4151	5806	11185	55048
1828	407	945	520	955	365	956	732
341	362	558	294	286	427	458	531
528	335	388	543	245	147	129	184
135714	240939	160821	122486	109616	92151	102476	83832
1027	804	899	385	762	1287	226	625
9010	8463	5956	5472	5393	2244	4895	6029
13	25	16	14	19	26	17	21
267	186	178	311	382	492	526	268
2	1	12	2	1	5	1	13
485	546	492	327	420	877	348	248
38	98	277	437	54	542	710	2357
597	453	638	399	1035	510	1205	455
28	22	7	43	16	6	30	17
376	588	274	393	211	143	177	103
4683	6464	4981	4062	11526	5891	9347	13021
160	139	41	76	184	170	414	144
3	18	4	6	7	15	16	10
4	5	0	0	0	1	0	8
8	6	7	2	5	0	3	6
447	352	586	711	622	404	821	195
7	8	7	6	12	2	10	7
288	479	226	448	4635	6329	4061	4135
82	106	84	160	86	283	245	98
7455	3575	3510	3228	6179	5334	5187	7027
32	129	202	1633	136	1300	2115	4151
30	13	15	7	6	6	5	28
36	14	11	18	3	17	25	14
110	178	107	65	160	27	141	54
246	308	561	138	1298	636	1242	910
4	1	9	6	5	9	0	5
81	50	43	61	30	60	87	94
2923	1473	2225	926	4435	4788	2431	3031
471	289	480	232	6597	4590	3200	1426
1795	3165	4586	3593	3939	10645	4100	3429
292	332	200	154	370	302	197	473
3208	1999	4063	3137	1144	2891	3993	2789
305	279	361	372	934	620	1031	876
176	206	151	346	136	396	96	298
2755	1452	1351	2202	1483	1229	2138	1511
9	17	23	37	108	234	233	250
558	141	760	490	112	298	72	104
7596	3575	7037	6883	5510	3309	1713	3010
4813	14170	19492	127726	20863	86612	119783	243346
458	908	3142	5601	53	132	1356	1311
246	32	64	100	53	113	202	81
170	442	696	1508	151	1082	2057	3825
0	0	4	3	0	4	12	3
40	69	14	22	54	46	64	17
40	39	38	94	43	78	15	57
5380	5613	6080	6063	5879	7659	3300	6607
122	107	87	92	125	216	103	169
134	202	129	456	250	386	212	566
131	1190	319	316	214	435	173	323
11174	11895	5154	5828	12083	2367	10752	2354
472	1212	1050	407	699	758	562	545
1922	828	1519	1035	203	442	688	1373
601	279	394	510	478	372	287	1237
477	600	1178	1017	2649	3124	2403	2042
195	159	80	200	152	282	50	86
5847	7564	15202	19772	8879	13039	13840	23284
4242	4502	2578	1052	3647	7385	4376	2018
140	79	308	248	588	340	314	194
242	376	146	332	165	392	103	156
9	18	11	3	9	2	3	4
16	12	14	10	3	5	5	6
8179	3567	7316	4619	8297	4733	3414	4967
92	66	110	79	35	27	43	33
71	148	106	1045	184	459	723	5242
92	526	240	367	348	323	910	313
94	62	121	200	233	117	273	109
143	149	149	258	34	133	136	112
1565	970	2762	7525	2328	2861	2719	1436
216	225	933	462	436	594	295	209
220	242	154	351	136	11	125	144
66	87	173	76	156	82	57	43
305	249	145	452	966	543	479	624
2	9	7	2	4	4	0	10
78	98	93	143	193	84	27	115
174	198	643	975	1203	2320	5529	17202
1255	888	2774	944	634	2394	2245	1040
21	48	21	27	50	35	57	89
644	469	289	1164	1072	627	767	532
745	339	1015	784	637	1085	604	1041
305	172	56	104	145	69	278	430
1000	1657	1148	3253	1729	1197	1773	1064
654	1113	349	771	482	410	803	863
224	1087	714	302	5799	6062	1799	3495
275	360	175	245	236	105	105	59
47078	46388	71185	25092	24417	35834	27396	19867
330	227	371	296	466	409	802	434
183	222	141	41	83	45	32	21
352	282	439	731	119	85	266	115
294	255	50	236	87	95	144	180
1324	1193	1307	2333	3192	2813	2963	846
2262	4628	35035	20221	8815	22299	65241	305657
245	304	208	353	360	497	393	266
20467	15544	29836	21535	12791	29268	18834	42564
506	648	297	255	456	483	406	124
12400	9779	15216	7964	4058	11985	8152	14152
235	340	208	222	118	119	133	210
85	16	39	48	85	35	48	99
359	470	1063	272	749	717	441	1816
882	815	807	532	428	529	635	404
38	103	163	178	66	156	31	26
665	1720	1633	1713	1879	853	1392	1268
184	99	128	197	44	76	51	71
993	865	1057	252	55	256	191	196
93	225	72	67	53	54	28	38
16	0	2	1	0	4	1	2
283	437	406	228	368	287	318	207
549	1001	3798	12184	154	276	596	744
1479	872	846	253	734	634	1031	1580
12	25	43	24	12	3	28	24
140	279	819	1620	624	903	2474	7955
1408	1665	7052	32493	349	666	2808	9291
113	119	129	279	359	244	343	174
1189	849	567	1235	2752	8766	9734	6445
84	109	106	78	485	362	355	479
291	134	211	273	1605	767	1183	672
3229	4961	1988	7881	1670	721	1282	1751
98	247	332	400	302	251	377	487
1436	736	1255	2047	2005	1096	3437	2107
2176	4162	2307	4738	2862	2903	2061	1088
917	673	982	526	3342	4156	2328	2915
4	5	10	2	3	6	5	3
269	130	502	167	591	527	433	220
1077	1360	1196	888	430	2052	1473	787
1346	782	890	1140	343	749	316	435
151	302	99	207	382	350	243	353
100	160	292	54	105	217	164	140
9	15	10	22	8	2	5	6
186	613	1417	5770	1270	2385	6566	23200
1140	1781	1205	3629	1408	2350	864	2080
341	420	196	428	332	314	164	371
1079	744	693	1354	493	568	500	419
47	55	95	210	146	107	74	128
52	31	62	55	60	24	44	40
3490	4948	652	3304	11109	5193	11572	22546
1029	1063	1095	600	1337	1013	2440	558
513	91	541	240	216	270	196	324
46	172	114	142	56	159	81	120
796	286	1296	594	246	168	222	291
809	1120	607	724	891	1654	615	879
1059	731	1337	1890	691	541	1028	1829
1584	1194	4103	1575	4548	1552	2689	1101
576	1701	9145	10974	5603	19652	15571	22230
28	65	32	84	10	12	12	14
2	11	4	12	3	4	8	19
0	6	9	8	2	5	2	26
575	345	1789	1686	1734	781	707	1656
62	229	236	139	249	301	244	303
239	594	462	220	110	453	91	194
4884	2735	3298	1539	1812	5276	3239	2288
85	39	74	54	78	115	112	58
796	310	382	505	1824	1548	1735	2214
60	69	50	15	50	36	111	188
85	84	96	170	63	45	31	15
246	259	138	377	248	537	729	255
219	260	133	104	144	145	74	89
26	58	19	29	55	51	38	9
3693	2904	879	4923	858	555	462	249
540	240	330	325	382	346	85	480
374	232	251	113	295	287	445	584
100	298	187	172	207	194	179	100
28	27	72	59	42	106	35	30
6780	10321	25163	54204	12901	32661	84027	182123
39	62	25	82	55	35	41	44
11	6	1	13	28	31	50	9
141	87	181	245	191	118	93	147
821	160	168	198	243	271	220	510
10	54	57	26	49	14	14	25
576	852	555	701	1498	1587	527	487
148	140	110	114	40	64	86	51
560	775	494	1376	702	798	874	844
987	1644	496	1220	470	609	382	184
21	37	26	2	16	29	14	14
366	1398	774	444	180	536	455	728
11	28	29	25	20	19	20	15
60	230	227	63	66	104	101	106
78	91	88	72	34	51	30	139
4	24	35	78	26	22	10	54
30	35	29	20	32	23	13	9
73	149	218	244	68	131	83	63
244	350	157	396	239	128	158	399
22	46	32	25	164	352	273	158
34	24	57	41	54	20	25	19
719	437	586	837	856	789	993	550
313	314	625	638	318	333	427	234
19	9	9	9	43	43	40	12
337	150	121	148	48	24	65	44
272	322	169	270	663	757	761	496
534	410	211	298	520	367	385	434
58	26	61	72	23	24	78	108
50790	70670	25619	129009	53618	62704	148978	108348
566	1086	217	851	720	908	1472	945
494	871	520	220	301	452	663	207
71	260	137	229	181	104	198	135
168	223	70	219	250	247	296	87
1913	4310	1865	1923	893	1700	2018	1257
4449	5123	2518	8309	5092	5297	7481	1678
980	1339	1879	687	1487	1970	887	2127
12	13	17	24	2	6	16	9
272	232	324	273	401	214	561	288
1016	995	10889	13317	1082	5154	24646	49367
99	213	275	171	136	159	208	270
1757	862	1530	1144	1654	620	487	356
167	165	961	313	152	736	511	571
26	44	26	34	44	51	18	47
4	0	2	3	12	10	5	6
328	92	120	145	230	277	367	124
685	1120	566	1132	201	483	418	911
443	480	744	822	458	620	428	324
21	45	28	25	53	10	60	33
4811	2118	1980	3176	4552	1279	1646	2740
81	32	26	43	32	45	31	88
4924	4023	3882	2202	19264	5242	8354	6501
111	54	251	93	79	54	85	110
48	50	69	75	6	40	36	15
21	27	88	34	49	87	20	48
2384	4362	8127	71145	263	1513	5394	14389
534	290	605	394	929	1115	813	664
99	100	123	79	44	258	81	117
163	54	82	53	75	52	55	71
8	25	7	10	6	4	14	5
104	39	50	49	56	74	118	40
768	1782	5320	5500	2888	4277	28781	60978
28	39	24	30	26	51	44	26
807	2638	1019	523	2270	1104	735	1260
8	8	9	8	25	19	16	16
347	516	359	430	955	469	581	197
206	403	173	239	553	396	243	78
742	310	270	261	244	390	674	346
866	893	792	1042	390	1770	1074	1040
63	13	52	27	54	43	37	31
43	20	14	19	48	41	17	27
219	473	399	995	323	412	1343	253
2053	5441	16570	49793	597	536	3027	10133
333	242	126	353	235	365	670	739
398	621	1394	645	132	146	153	216
319	611	714	544	531	391	662	683
460	284	246	108	474	329	428	326
5	15	3	19	6	4	10	8
212	565	341	558	166	874	649	456
260	481	534	248	459	477	227	374
95	200	186	92	198	329	108	73
391	183	627	296	572	338	400	804
2	2	13	7	16	4	12	4
606	1215	338	638	2659	1063	2186	4263
8	52	19	45	35	21	42	43
4	3	5	7	7	6	1	4
1663	1035	1142	778	744	663	500	647
15	22	14	40	7	22	22	13
20	9	15	29	72	63	101	105
444	483	1050	550	496	757	864	768
6	6	4	5	10	10	2	4
1951	1521	2098	697	5669	6417	5522	4856
1721	1591	1752	1456	665	1807	1456	1420
780	143	1338	938	279	909	975	1347
198	436	367	326	105	99	193	76
1452	2205	4235	4019	1787	1035	2205	2431
74298	92783	228038	959182	5540	14365	71571	293718
240	110	42	229	129	133	174	151
805	867	1212	842	2320	923	293	835
27	29	13	25	16	36	29	32
52266	37558	30468	57106	54458	28929	47382	50681
1264	428	1054	1174	705	1694	486	738
237	109	223	145	148	147	58	132
12	28	23	17	31	13	19	30
19	34	3	53	8	31	4	18
10	14	14	36	5	17	25	25
21	48	41	14	50	37	31	43
1120	6943	9419	17198	519	340	2467	3865
829	510	887	1455	1048	1358	342	869
1217	4615	1915	1829	1485	2616	2737	2446
7	17	9	7	10	21	11	1
1135	3738	7909	25266	4431	22908	32356	36737
1976	689	493	2597	4311	3919	4184	6449
2036	616	956	932	302	425	317	868
399	702	548	213	287	407	505	549
256	389	327	260	366	363	169	353
36	20	21	13	30	40	28	21
19	63	36	78	67	55	32	30
6	0	0	0	0	0	6	0
308	336	141	330	289	73	196	113
563	320	415	661	660	350	499	503
606	770	625	813	3246	2928	2493	2615
32186	26729	41995	28124	37428	73070	18161	13432
989	530	649	517	768	684	430	832
678	881	366	474	456	584	488	628
29	79	48	26	237	392	34	120
39	130	107	38	69	42	25	52
1581	474	1179	1459	860	650	868	508
484	566	425	753	219	179	81	139
170	320	677	471	53	173	52	138
6043	10024	23250	56177	10341	42139	112610	62138
1385	2218	2993	2610	652	1853	1044	1076
411	252	299	326	335	480	461	408
2595	614	1104	762	3892	2788	3749	3860
17	50	56	34	43	32	37	59
824	689	1135	1175	85	107	191	129
1	10	9	13	6	2	2	3
373	880	805	450	622	401	180	285
834	414	516	734	273	166	147	292
2042	2273	1439	1538	2076	3774	997	2706
42	17	26	39	68	58	58	55
165	90	48	105	27	80	49	38
466	145	244	228	915	702	795	602
11	19	16	15	10	5	5	5
1037	1596	2147	1027	1027	1445	1057	2041
76	70	53	40	53	71	163	52
10	35	24	8	20	24	32	31
28	37	50	40	31	20	23	17
18446	10071	35059	11301	5976	10504	9661	8490
467	634	852	315	361	222	365	107
12	23	23	24	13	9	14	14
833	661	475	489	1535	1715	899	399
20	13	11	15	20	7	17	13
7055	2907	4485	5056	5870	4064	2947	3468
41	20	54	53	36	26	17	19
264	264	415	405	102	114	123	60
149	653	218	394	377	444	990	393
1169	636	1422	806	296	970	878	276
23	42	35	20	39	44	48	12
15	21	7	19	27	11	7	20
603	840	607	743	557	280	661	495
3777	5533	2216	7864	7895	4171	7622	7106
260	362	157	331	180	301	240	246
684	448	367	820	433	403	646	669
1283	116	443	204	218	243	696	376
911	1703	409	1108	890	739	758	1728
1302	1965	4321	1935	4190	4943	5046	5750
40	88	52	25	32	38	20	47
258	200	232	221	279	110	206	140
12442	22171	24255	7962	24227	15020	26504	27001
729	1225	767	2044	250	178	383	248
916	989	939	1332	871	863	934	1905
1549	699	1586	573	1472	553	725	731
177	145	180	544	362	870	413	180
473	916	944	523	818	630	416	1120
47	22	15	3	16	9	17	20
241	726	857	573	282	790	479	708
518	538	607	390	454	468	707	738
535	286	581	316	276	871	319	469
1087	1000	735	894	748	786	817	1436
111	123	144	76	204	110	182	73
638	382	5903	11932	100	213	812	2534
6	5	6	4	18	28	15	6
129	179	350	199	81	275	240	365
15	4	14	3	13	9	13	12
714	1028	688	827	330	1271	530	905
1368	1652	1269	376	1861	849	921	940
595	1656	917	1633	1490	569	666	855
73	83	103	132	55	70	128	91
44	70	60	53	72	64	26	78
18	10	18	24	41	116	46	35
630	728	537	643	962	1846	1426	473
2039	936	2555	1418	2552	949	1617	1553
7	51	69	74	17	28	11	17
409	367	607	316	207	188	166	103
7	19	18	18	32	19	51	17
589	1028	504	836	828	1348	243	259
18	10	6	16	2	7	10	17
310	516	612	454	785	575	500	378
94	174	644	960	985	1213	4710	23936
7	0	11	0	17	9	3	5
4630	4569	4642	4025	2278	7019	3770	3283
1205	5191	6801	25467	2095	4364	21487	56969
20	2	8	5	19	20	31	32
811	1079	2267	1736	472	2430	772	753
141	67	107	47	139	57	140	147
533	2849	10556	14254	124	357	1095	2019
321	866	1259	1853	2607	2732	1499	3093
699	2970	6905	18460	6635	6267	41353	77209
448	371	293	551	528	760	442	745
4936	2664	4790	4146	2215	3549	4132	1823
43	47	80	26	73	16	41	76
161	167	229	244	115	221	74	144
1537	1246	817	1632	820	380	979	1075
3257	2849	3167	986	5552	6144	5359	7066
325	454	521	724	221	862	439	302
1194	718	580	1192	478	1215	607	970
36673	15310	18209	11492	27557	11347	28224	24276
1002	3060	1865	2239	156	109	331	81
208	281	336	318	458	271	241	119
5633	4452	7132	4973	14721	16525	17878	26266
107883	37871	90378	105887	88868	110394	183548	171013
5725	5832	5911	4709	2417	5360	1716	2700
4	14	12	18	12	6	16	6
1705	1813	5520	2505	3468	1526	1629	2689
24	0	7	7	6	10	18	24
11	44	0	547	0	96	758	1323
72	64	100	119	116	34	50	6
151	130	151	259	142	232	91	107
84	98	209	56	148	162	191	244
3615	2895	3902	4257	17921	4738	14752	10502
833	4587	7808	25064	24854	38174	120779	411375
1223	7107	23176	98147	1615	1995	6558	14373
1529	962	2396	1031	1558	2080	3094	2875
275	459	328	94	222	224	106	225
22	13	23	46	30	48	40	29
228	254	242	251	91	272	430	138
292	301	341	263	270	224	622	273
11	37	141	406	1	6	16	34
1789	1333	934	829	3317	4800	2670	5732
39	25	29	23	79	27	40	63
67	262	229	316	667	317	249	330
54	31	44	70	69	43	89	85
83	14	21	30	49	42	17	32
4860	3707	7558	4336	2431	1082	2589	2193
38	58	46	86	62	35	48	46
55	100	27	34	61	36	70	33
51	127	121	147	77	183	115	204
11	14	29	25	25	27	14	20
124	72	34	74	29	22	35	24
719	917	380	168	496	976	474	466
2499	3490	1402	1793	1446	1604	713	1145
54	59	46	159	66	107	113	93
63	56	55	70	22	62	42	24
576	324	353	208	61	367	436	125
60	93	212	1281	26	27	81	464
2	4	3	3	3	3	5	1
127	71	145	121	85	101	90	194
234	1381	965	7087	874	4558	5967	2874
19352	15354	13891	19106	10731	14615	3574	20133
116	65	85	41	59	70	43	115
159	145	133	76	163	182	263	620
9	0	0	7	0	10	20	16
1172	538	698	1114	463	327	579	570
134	187	111	73	337	284	146	203
981	1353	1092	675	965	1721	509	985
13	29	21	18	34	7	18	20
4268	3465	2017	3449	2826	1718	8322	6026
668	810	547	1319	604	769	1178	497
1510	1254	569	3030	3593	286	4869	2552
938	734	510	540	1870	346	828	1837
342	149	501	287	145	177	131	246
807	771	275	468	414	358	250	163
291	418	172	810	221	80	98	379
7449	2896	2368	2898	1867	1482	3033	979
143	59	350	152	1087	808	720	284
427	344	790	327	118	375	21	150
14939	19884	52025	36373	17683	7627	26113	13635
4	8	13	5	4	13	4	1
149	57	90	155	106	119	59	105
8	15	17	16	15	4	1	1
16687	8036	22789	7948	28013	11072	12137	10413
682	382	654	459	388	576	248	439
1027	2819	1055	440	3458	2115	3314	3503
509	594	658	572	364	416	880	346
52	19	19	16	37	14	37	13
981	4477	11843	100440	14822	56022	69287	327834
537	176	345	137	38	66	310	454
66	68	71	11	55	48	182	22
544	841	493	430	365	926	1707	201
30	13	22	21	67	152	98	81
299	234	862	720	1524	1266	529	649
485	208	989	753	158	746	310	465
2993	2770	4315	3249	7291	4797	4652	3105
376	538	2415	1923	115	399	215	1488
737	607	310	489	530	336	150	880
2857	1734	1177	1327	2823	538	943	1923
1169	1251	683	808	453	487	618	854
40	50	57	42	10	33	3	38
388	265	354	288	580	430	375	224
1295	636	913	1517	580	132	61	364
11	11	6	16	5	7	8	12
261	122	841	323	457	598	527	467
4	6	0	12	12	11	8	11
5	4	3	2	0	10	3	3
7162	5682	9182	3326	5812	10054	8450	19102
23	29	164	21	56	36	75	81
66	92	49	96	86	62	44	59
153	250	136	162	675	506	1277	500
7	4	8	6	11	3	3	1
44	34	41	37	221	264	118	151
654	794	973	863	487	1679	668	1125
4	14	6	9	0	1	2	1
214	237	88	40	52	103	50	144
9512	11929	7616	16473	8082	17741	8393	9105
323	141	151	455	493	199	352	256
2486	435	1492	1180	1755	2907	2083	2026
235	486	663	276	336	402	311	128
114	80	124	48	48	95	94	59
499	612	2834	3659	2949	6100	12289	36683
547	441	290	331	201	516	690	688
20	17	4	8	6	3	11	6
44	36	34	39	66	38	39	13
1882	587	1806	606	2376	4392	4575	5162
92	239	241	167	157	291	182	209
33	19	36	25	49	28	37	26
2138	1747	3083	723	595	123	461	311
4	18	18	30	52	12	15	44
470	557	349	252	266	87	402	460
57	155	81	101	106	15	59	203
193	361	195	206	198	344	164	378
339	208	165	285	674	686	1041	322
601	203	565	438	318	179	611	427
5442	3391	895	2113	1922	4330	1455	2486
158	67	149	45	122	49	75	91
179	169	84	151	60	101	109	106
218	628	253	460	199	448	237	604
338	366	698	711	341	206	581	659
1006	1916	1615	2012	484	465	100	319
74	134	303	166	57	55	109	102
60	507	78	362	604	826	562	701
