ribo_cond1_S1	ribo_cond1_S2	ribo_cond1_S3	ribo_cond1_S4	ribo_cond2_S1	ribo_cond2_S2	ribo_cond2_S3	ribo_cond2_S4
1839	5371	5201	6022	6418	4380	4497	5555
10	6	4	5	11	2	4	6
10	15	33	24	83	34	41	20
237	82	88	139	244	87	284	147
149	71	144	155	196	314	121	125
82	167	36	351	48	144	217	56
321	332	257	298	299	191	1023	344
464	1267	6933	9558	455	2643	2959	8909
48	42	31	97	55	48	51	51
1411	483	567	410	207	333	345	490
6	19	17	15	17	7	17	10
282	339	185	296	348	423	313	367
2	11	5	9	7	18	3	8
849	745	651	652	269	188	154	196
2563	825	1762	1857	1385	1463	949	1329
1312	763	844	141	443	1347	698	559
1402	6427	5207	3137	3169	3210	1223	3432
72	66	81	38	262	200	322	108
50	45	31	53	23	10	27	46
465	500	309	202	652	355	251	695
771	550	1011	2234	361	496	148	720
10	16	6	37	11	10	7	14
703	1272	2851	4955	588	1086	5704	11983
517	324	201	229	138	540	169	75
55	10	40	63	63	52	28	25
9	4	3	7	9	3	7	6
2663	2817	4536	3946	2070	878	3253	3222
42	44	492	1245	38	62	279	576
516	490	505	132	267	298	443	334
40187	22831	17261	28277	24571	15369	31347	25561
154	119	169	183	126	79	150	145
1969	3166	12292	47625	4608	9178	29645	28483
288	378	145	367	227	149	361	555
421	443	1762	1797	191	444	842	1479
26	58	32	55	25	27	45	26
150	67	145	89	259	184	218	392
2	3	0	0	0	7	5	4
5	0	3	0	5	13	0	0
3	3	7	0	6	4	2	4
22	7	8	7	6	14	10	16
1845	1623	1662	2627	968	1376	1957	1806
152	271	352	89	356	143	81	255
55	48	246	426	38	168	401	260
91	218	35	140	99	207	139	257
347	109	333	192	115	403	283	153
124	301	381	128	327	282	454	444
751	4594	14520	30071	1368	5624	18291	11594
19	14	12	22	14	28	5	19
208	187	405	638	70	200	159	149
1305	2104	421	772	1289	2076	1423	1653
25	18	7	30	29	34	22	14
403	649	427	237	1047	798	875	626
68	251	1367	5144	144	816	2412	5885
362	955	938	410	156	142	226	217
313	409	545	436	183	1071	647	452
237	477	138	161	175	217	294	334
67	163	527	5020	323	389	1235	1332
627	903	539	695	1052	258	281	379
689	523	1142	425	810	428	519	584
430	336	610	168	603	183	423	435
16	8	5	4	7	8	5	22
3780	765	3106	1990	2704	5000	1499	2285
97	87	236	204	189	207	167	92
97	126	99	77	226	194	142	153
6	5	5	7	3	2	10	6
1172	1328	1752	1425	3467	1743	2309	2698
171	90	36	123	234	364	176	156
303	302	265	133	97	138	212	110
29	26	41	55	33	40	20	94
59	235	88	291	171	483	179	303
602	2113	868	973	807	647	208	898
3983	4743	5231	3319	3535	6965	4441	1831
192	247	1331	1245	131	376	3212	4247
124	52	78	63	68	210	42	86
35	18	26	12	8	6	13	15
29	17	10	34	42	19	8	25
197	244	274	211	501	254	156	327
166	158	471	138	1242	482	938	1343
21	27	9	20	46	124	95	58
19	37	12	10	26	35	29	47
215	148	211	153	164	214	72	116
177	59	140	163	14	24	5	29
223	57	66	147	153	144	110	93
108	242	174	180	82	160	40	248
594	359	692	595	416	775	1925	540
6161	4798	4302	2013	2819	5137	7817	2261
51	198	150	189	272	189	86	154
23	13	29	111	38	36	43	64
523	487	474	344	611	354	116	209
140	12	77	139	80	63	57	122
143	608	1090	2248	263	1038	1203	6047
33	53	42	9	25	59	20	22
47	113	92	24	62	43	48	104
442	1463	6914	16442	381	2117	10058	16742
518	421	67	223	680	372	181	382
2262	910	2275	2403	730	462	844	667
1035	776	1142	855	515	1658	1013	1422
1583	1379	2916	2079	2235	1588	1145	2230
58	131	190	413	214	312	240	203
299	249	474	353	414	279	263	152
33	40	35	76	32	55	109	59
5746	6481	781	2010	5307	2951	2397	2621
738	1482	533	1299	1256	1982	1893	2243
27	48	22	22	9	39	30	33
1956	1336	2028	1330	2037	1858	2758	1049
12	75	58	30	46	37	27	44
3677	5264	6435	3972	22557	10776	17132	12025
16	36	21	28	44	16	29	46
23	9	25	15	55	126	76	160
417	424	515	299	90	175	199	151
101	117	31	90	84	53	332	88
2	4	8	2	2	4	1	7
89	304	138	187	58	141	143	156
12	7	13	13	5	5	17	16
244	639	546	381	664	336	392	566
404	212	329	171	444	135	288	238
84	98	72	61	19	40	11	25
141	106	159	169	131	156	117	268
1036	1550	897	525	1001	142	827	430
1547	1396	1108	3884	1751	2839	3163	4167
415	484	427	555	708	561	613	638
253	363	161	457	287	236	315	316
10	6	14	9	11	7	8	4
22	25	10	12	59	76	28	36
112	226	233	582	366	328	573	453
95	202	360	270	88	488	316	466
129	27	80	47	30	85	72	69
378	85	361	213	160	209	289	126
469	520	720	543	600	581	379	678
31	15	12	5	8	7	2	20
3	6	4	19	13	20	10	10
988	400	798	136	477	898	149	292
212	393	165	94	224	165	89	110
180	86	148	376	170	194	122	161
121	43	12	103	198	59	26	34
561	420	243	391	336	353	345	554
1097	609	958	1996	593	576	594	523
210	239	220	252	269	622	402	110
793	372	211	681	694	344	808	443
205	339	172	176	262	104	275	233
46	90	61	47	16	171	69	144
397	549	645	416	694	1010	895	416
200	200	274	510	330	1044	508	604
60	104	89	81	127	111	97	64
641	994	1193	593	734	471	1415	419
49	179	147	77	114	126	53	69
1600	404	805	394	925	815	686	714
423	260	268	286	110	100	186	352
102	79	143	59	262	26	122	181
186	125	167	254	59	164	119	135
667	581	338	350	251	438	358	110
168	33	126	117	98	166	77	69
336	787	1064	1427	931	1179	380	1013
2185	2280	4283	808	5144	2566	6063	2953
25	222	275	1230	269	286	817	3534
1729	1924	622	2209	6885	3745	6025	8861
68	178	78	290	136	144	300	107
2	0	4	0	2	4	0	5
54	77	54	48	151	281	188	139
404	624	544	460	743	1041	545	322
503	1891	615	426	917	343	706	470
96	155	123	169	137	134	96	91
115	235	239	296	113	108	250	294
36	39	44	24	25	61	41	19
204	342	1394	4081	123	313	1594	6851
286	119	519	526	459	349	282	274
63	40	45	44	62	20	27	52
1347	1830	8993	28668	983	1381	7922	19640
577	182	250	216	366	304	470	211
86	35	66	47	109	119	115	158
20	34	15	10	10	10	15	11
104	79	197	178	123	260	64	71
3277	1223	4370	5027	2650	1326	2131	2310
95	524	349	175	421	277	447	409
242	139	172	320	201	176	215	253
762	1137	744	642	479	543	784	525
510	1284	795	895	418	1643	1633	1214
59	58	44	55	30	17	39	23
407	955	362	422	341	75	209	187
605	767	1491	686	594	329	892	971
61	176	185	189	348	349	96	240
2726	2329	2673	3421	2546	3367	2693	4339
458	772	360	811	691	977	763	461
41	29	28	33	18	39	34	15
155	74	331	180	294	191	236	446
12	13	13	23	27	14	61	17
6056	11704	7916	4169	9617	10306	6035	10430
47	29	39	31	9	14	52	43
77	123	40	75	291	146	121	85
4	46	33	54	43	17	78	30
536	788	1561	1199	735	710	945	1110
746	895	539	921	524	834	381	1112
29	43	32	5	15	27	53	22
139	89	240	109	80	101	93	104
1066	907	674	883	616	731	710	961
0	9	13	15	10	9	11	0
861	936	338	262	1323	1104	1898	612
4	14	10	41	11	5	12	10
2	1	1	3	7	8	3	1
12	11	49	14	36	36	11	23
23	21	46	7	4	11	12	13
174	400	197	98	191	272	138	69
989	982	1336	269	682	417	640	641
67	175	229	1161	89	196	524	1117
73	14	63	69	48	48	26	15
119	85	86	55	42	54	90	47
71	73	107	32	131	60	22	55
522	1068	6474	17553	1292	2107	11671	15871
860	1484	966	708	1079	2200	782	313
110	96	94	118	101	52	110	44
8680	22816	156301	150808	2490	43763	45641	298270
97	156	119	168	150	129	131	102
24	19	18	17	30	10	53	30
57	172	176	157	210	90	110	111
18	20	10	42	29	10	5	8
71	598	1453	3148	116	638	1384	1438
383	904	953	563	975	1554	1746	1832
55	17	91	55	25	60	60	32
97	34	78	232	96	33	58	69
1793	3559	9743	54694	941	6342	13292	35076
242	241	201	200	169	325	182	225
15	18	23	20	18	15	37	26
416	160	300	261	1027	666	684	708
5	2	3	5	0	3	6	7
103	89	72	120	92	180	185	73
83	52	136	280	212	75	215	91
4619	5461	4651	3786	7208	1424	3945	3386
359	541	557	501	282	532	389	392
8	27	16	13	12	8	7	7
1557	330	966	1087	965	659	1231	719
15	22	26	54	29	67	10	31
161	418	129	393	116	318	439	92
6218	15450	12167	22174	62283	29911	27916	65175
37	71	69	89	23	49	16	25
1221	553	3074	3872	1437	2238	2530	1015
2001	5329	18354	85789	1498	8969	22142	45495
283	110	219	430	138	114	161	220
36	26	17	4	12	10	16	12
397	417	437	1269	689	847	404	463
549	1341	433	712	751	709	986	635
118	161	84	175	86	162	129	54
776	1210	1594	2235	1090	1297	1726	1505
233	100	369	126	275	206	361	306
72	284	178	93	103	384	208	422
55	61	70	43	28	46	41	35
114	42	45	46	26	103	79	66
163	93	94	53	262	118	119	249
17	16	13	12	10	15	7	11
420	306	366	255	506	232	104	183
3393	1764	6258	3325	3088	4703	3432	5167
55	310	149	174	68	57	161	175
2748	3072	2255	2880	2397	2477	6307	3147
958	194	654	667	789	1002	686	552
246	1236	1002	1061	971	1063	1898	712
8	3	8	2	1	3	11	10
195	617	491	709	217	166	179	264
6	8	12	10	10	17	19	14
24	39	36	18	24	42	26	41
11	10	32	23	30	40	15	68
428	423	600	690	916	523	759	623
174	538	448	345	348	459	511	1038
932	965	375	2126	1299	2661	2039	1379
289	126	196	157	77	65	80	196
597	625	279	316	172	174	190	75
596	1161	1054	354	977	218	947	628
341	171	308	551	251	695	213	222
30	21	37	45	38	58	74	77
686	193	169	477	329	738	414	556
276	641	208	515	286	144	234	297
924	1862	1029	540	483	383	619	564
186	59	176	147	67	72	222	169
48	48	21	40	59	33	47	40
109	99	78	33	62	75	36	70
196	135	247	160	143	166	97	397
431	735	514	1721	763	303	343	569
1719	2184	266	1505	786	438	1633	504
2630	3274	2762	4338	2719	990	1562	3243
45	38	37	54	9	36	47	22
9465	28466	37465	270699	6087	8801	73617	24686
205	152	372	280	228	136	45	89
101	101	148	311	406	108	144	136
541	404	1075	786	1125	888	631	632
2267	1242	2699	1765	975	509	747	1085
72	117	89	56	119	264	386	338
161	157	145	343	98	64	206	206
198	408	969	2861	103	255	1017	1325
561	464	389	480	365	653	638	198
164	246	124	116	83	92	70	175
7	4	6	5	2	5	9	4
9987	37778	54879	356293	3395	66656	75365	363258
218	171	77	74	74	266	187	255
1031	1889	1461	471	1509	1218	1517	1497
113	770	2609	4773	123	245	3242	2243
72	198	86	102	110	48	71	50
17	61	14	44	4	9	8	9
219	1999	1421	746	517	443	615	382
321	113	167	136	258	194	132	80
445	926	8977	7994	361	1613	3481	6770
73	167	193	187	136	185	152	259
101	183	119	47	99	119	84	83
12	40	236	704	30	27	249	834
5	9	6	7	12	4	9	6
398	464	616	245	799	219	648	320
327	64	160	136	217	65	263	171
2957	1412	1239	424	1570	1495	1089	1286
96	76	74	161	49	135	41	61
131	53	60	61	353	363	223	309
223	461	273	114	263	211	226	196
134	187	20	69	236	114	110	81
30	19	29	49	81	44	27	43
4	14	8	8	6	15	3	8
210	390	251	255	235	460	326	258
148	140	151	149	96	200	328	160
93	126	51	67	78	110	71	82
5	9	8	6	7	15	5	19
14	18	26	31	24	27	6	10
11	7	3	5	5	2	7	9
79	49	71	33	16	98	54	32
302	533	337	338	663	642	472	879
20	140	32	22	22	12	16	20
1991	1603	859	289	2436	922	485	1315
49	107	120	89	36	49	120	59
498	273	3188	2775	542	868	2091	11371
2380	1551	1465	1871	990	1729	385	852
39	37	69	107	43	45	34	13
158	92	160	86	212	116	42	184
373	546	255	243	112	404	643	307
8	8	24	12	1	28	11	4
361	523	182	178	523	507	194	486
121	388	194	244	299	390	436	271
698	398	110	528	303	362	382	195
659	368	332	569	644	378	586	742
1800	4539	19769	42776	4228	9838	26285	45075
59	82	69	130	212	62	130	140
2140	4055	4327	1190	4295	4494	3334	6896
6212	28316	56126	300332	4334	28090	105331	123168
99	44	141	77	95	26	44	59
407	339	275	360	572	348	523	263
151	192	84	243	79	82	28	92
3729	4302	6609	2564	1464	2034	1156	2205
593	368	576	512	634	704	273	277
299	2055	6512	5779	527	1551	1932	3347
2001	1301	1336	1842	1489	2624	1841	1188
24	1	8	10	13	11	2	13
6	0	5	2	1	8	0	0
160	179	260	38	162	148	155	221
65	48	50	87	96	220	216	79
827	1253	2199	1273	1012	1208	1798	1608
1102	5453	1900	2294	1978	6563	3945	6170
331	98	762	928	504	579	444	386
861	799	921	1000	507	964	983	1500
266	528	195	306	355	244	308	398
3154	530	990	1570	1112	1636	2187	1729
143	80	111	202	203	91	109	101
3263	9974	32012	93209	2629	9186	30426	74548
70	231	66	174	163	239	170	104
100	257	1246	3643	159	297	1044	4581
21	9	18	17	15	12	16	20
38	33	75	27	33	47	32	6
148	204	115	188	184	309	180	191
754	544	294	318	540	468	524	194
77	73	82	95	179	80	110	109
1538	2349	1741	1655	533	3443	1781	1881
11267	21886	14186	11954	5575	6705	6847	18486
278	443	578	484	296	495	563	458
102	30	167	95	58	78	61	37
100	166	91	57	168	280	163	131
28	15	52	25	24	17	16	34
71	50	89	35	53	27	41	42
218	204	214	89	207	183	298	149
60	92	177	184	68	131	88	69
651	874	992	576	351	245	135	174
38505	23137	58228	12566	32673	42599	28517	34049
499	374	317	745	417	479	846	486
343	352	683	291	554	1399	503	520
498	161	458	143	714	605	174	735
591	795	1186	1136	1437	1050	1023	405
12	5	1	16	70	22	24	30
191	424	3023	3432	208	1178	2142	7492
6	2	4	4	2	5	15	13
36	48	65	79	24	8	29	21
6251	9729	5263	5703	1448	6701	3429	6836
0	9	6	2	7	7	8	0
51	53	55	33	58	19	37	43
4	6	3	0	16	27	28	19
320	277	613	588	1071	778	958	1072
104	37	44	69	54	139	39	69
332	261	355	215	1347	1814	4705	2153
1047	1152	338	1143	466	447	553	776
377	134	313	299	100	126	211	553
70	118	39	41	131	39	119	127
793	637	1198	361	626	502	488	134
115	71	193	126	255	194	151	116
28	76	36	156	173	215	58	60
17	42	40	75	31	34	46	36
4	13	6	10	37	6	3	20
13	19	7	14	6	22	16	7
14	49	21	8	17	11	20	10
2912	5324	3246	2735	4365	2842	2593	2614
6	4	18	20	5	4	0	18
4	7	19	4	19	2	9	2
1712	1423	3440	1386	1384	501	612	1679
167	124	213	173	84	178	191	147
524	510	119	762	56	334	166	406
470	850	982	521	792	1075	822	519
72	112	68	55	7	57	47	58
3081	7631	2580	3288	5330	4342	2709	2519
2107	2275	1893	2795	3229	1402	1505	2850
2084	545	648	643	4365	3089	1518	4058
80	312	203	203	217	280	184	458
1262	4136	10586	24304	1050	2452	12574	6763
2959	4474	2586	5118	10468	6708	3450	6769
53	27	30	46	36	19	13	4
35	95	148	543	17	57	94	435
502	366	288	436	333	476	159	345
1406	1043	1712	4386	5836	14376	21281	12097
94	131	120	62	86	146	55	102
268	640	558	241	325	528	557	931
521	372	800	266	835	501	931	857
55	377	330	191	290	373	343	301
157	91	79	30	282	182	291	254
821	323	983	140	460	180	376	629
1	3	1	5	3	4	3	7
2177	3588	4517	8604	1232	3179	16095	21191
3	7	13	6	38	15	35	58
119	33	46	60	73	111	31	70
497	384	525	425	352	844	447	475
167	490	203	506	186	647	290	414
33	80	80	410	19	72	243	324
1133	986	1019	1175	575	720	283	505
2	4	10	22	3	3	8	5
273	476	368	192	248	520	200	251
51	62	77	75	119	104	87	114
6	5	21	8	4	4	4	3
1508	1458	22004	51900	587	2719	8176	10350
1081	322	425	1309	966	2053	2542	4856
404808	511991	345563	219401	171945	172817	106979	50434
1064	5223	4545	16255	153	347	2859	8868
1549	695	1123	1486	1322	1933	581	448
112	173	128	209	70	36	149	63
2	3	8	4	4	7	11	3
72	54	76	123	50	80	74	48
153	386	289	414	333	416	67	176
201	104	258	72	183	65	83	217
123	515	264	362	285	122	120	162
212	562	156	396	352	193	507	208
3	1	11	0	7	3	17	2
138	198	501	246	125	262	117	241
5	8	5	5	12	6	4	8
27	51	22	26	24	22	36	16
967	942	438	339	1110	1389	1733	843
24	25	20	16	6	7	3	6
162	185	198	94	205	79	200	126
215	227	346	169	241	241	161	308
251	500	193	474	170	172	522	372
313	110	185	164	218	436	318	391
37	43	27	33	21	18	24	10
70	180	38	96	210	169	147	135
124	214	346	205	330	208	404	132
147	299	65	76	59	51	75	145
1215	688	881	700	739	631	511	885
156	134	162	76	109	56	122	112
331	397	95	330	348	140	451	141
1461	1499	1914	2422	872	3238	3174	2493
121	83	54	53	213	195	114	212
22	39	3	17	29	29	135	39
569	426	489	777	647	541	354	373
122	139	210	110	443	182	144	92
198	1067	712	1013	715	1192	576	1186
204	168	259	248	197	123	422	163
156	241	148	309	158	118	290	133
767	585	285	405	1070	337	1195	1064
153	64	132	108	154	56	103	182
7	3	19	10	4	9	20	25
25	17	18	15	9	34	18	16
60	36	22	44	75	58	116	86
28	28	23	16	57	27	73	57
45	28	23	32	34	54	107	24
338	113	117	197	255	126	130	210
311	598	158	448	337	362	486	489
112	61	41	148	75	77	101	114
178	458	229	272	114	189	700	239
262	205	179	274	100	110	194	176
462	426	426	148	97	47	228	121
229	132	930	3449	78	294	1830	2792
784	475	601	591	791	191	535	418
10098	13039	9802	23585	7299	22386	18793	10247
529	575	238	645	1043	1561	1011	639
29	13	24	50	14	22	12	21
2972	2326	2549	3274	1121	1763	3027	6025
368	319	479	382	358	548	211	467
587	382	2117	3548	211	952	1383	740
65	137	71	25	36	29	22	39
558	1468	501	839	1122	1449	3133	1944
1315	593	762	340	643	711	963	788
542	476	1051	640	589	926	1319	1234
251	182	487	256	161	247	218	140
48	17	32	95	26	55	35	11
219	274	176	248	330	733	252	349
65	17	5	9	17	5	10	25
342	404	767	415	1153	617	1025	679
1387	558	584	753	973	477	564	893
1412	2423	1484	921	3160	4046	1753	2080
597	208	310	237	201	211	134	380
1608	2091	2117	850	2769	2863	458	3097
7	8	4	7	7	16	7	2
24	60	59	38	158	188	93	49
225	1200	3800	5639	947	6595	13780	16972
1885	597	1337	1705	2795	1873	3264	2083
1090	1319	860	1146	848	1328	1503	939
220	580	448	325	757	564	388	431
90	47	142	72	82	128	46	117
16	144	256	122	85	88	46	46
1354	730	1500	457	549	497	924	1335
32	30	15	25	76	86	142	41
51947	66388	77216	46705	36783	18660	21363	20508
61	98	164	163	183	119	437	234
13	32	30	17	51	53	27	26
446	139	167	255	109	359	330	167
61	67	101	196	50	56	55	19
487	225	770	887	264	328	408	146
2	27	18	23	12	18	27	72
36	53	32	21	18	25	6	52
618	258	431	1228	824	1205	968	716
461	689	725	498	272	1142	376	674
41	58	60	71	21	34	47	79
1340	690	293	748	556	1295	678	605
6	6	9	13	19	17	27	15
132	569	1732	3133	290	652	1028	5988
88	176	154	80	39	272	114	60
281	790	478	167	320	450	305	63
23	46	49	40	21	38	35	15
16	25	32	21	20	26	14	6
119	303	71	147	246	228	73	500
6140	1957	3634	2721	3141	2900	2233	3231
1166	1128	492	882	2125	1937	1705	1648
585	575	1853	385	619	533	1052	1582
1127	610	762	533	597	1052	474	1204
45	17	18	14	14	24	12	30
103	141	46	162	94	96	33	73
667	1267	1711	1111	600	776	591	1161
58	292	79	85	99	217	148	339
839	743	1712	612	1205	1011	856	779
66835	50129	46066	40300	47712	27405	26340	23473
9	25	33	31	30	26	33	15
41	58	30	40	15	42	89	37
9	2	1	2	4	3	4	1
2443	2522	2036	727	2812	1462	1098	2015
434	262	614	313	332	202	430	468
155	178	69	168	83	161	73	153
11	6	11	1	12	2	20	3
245	639	1005	684	24	56	144	27
3967	3576	1904	1880	1786	1161	3208	757
355	86	54	69	78	70	30	65
124	145	160	167	113	195	162	122
0	0	5	0	4	10	9	9
208	34	62	92	53	85	21	150
279	267	221	225	231	227	153	401
171	74	139	159	373	93	142	83
616	624	473	547	537	310	361	315
89	91	198	227	167	241	246	89
32	26	33	23	68	73	26	84
322	155	338	141	152	201	341	453
5	8	6	3	12	6	0	14
3834	1418	2827	2365	11794	9800	8509	9603
144	299	59	71	31	41	65	17
283	100	114	181	218	178	265	219
47	53	221	250	37	71	182	71
173	411	113	743	184	243	181	162
54	38	44	20	45	33	12	37
19	9	3	24	21	41	24	13
10	19	2	9	13	11	10	37
490	421	934	759	381	248	171	229
246	395	792	299	781	159	125	242
955	1100	1166	599	835	1253	1099	207
352	623	1151	777	618	904	1410	643
2	14	9	4	3	3	8	11
197	341	51	62	488	270	351	1031
2768	4246	1898	1193	984	979	1423	2064
31	83	38	67	29	63	107	75
550	1154	963	456	1763	1244	1588	604
259	400	485	602	554	609	820	243
370	269	219	146	84	151	380	312
34371	31227	22548	34664	17392	34122	36603	29796
416	208	935	343	606	364	561	453
191	40	232	21	75	294	170	179
16	9	10	11	3	5	7	5
27	27	56	24	11	29	35	36
2747	5693	18323	25200	1399	2856	3974	51796
1665	1313	918	889	688	1365	1628	733
97	63	51	50	84	98	74	52
1235	1121	1308	613	7725	7156	1442	5124
7	0	2	10	11	4	2	0
270	572	354	654	441	345	460	449
313	250	303	359	1248	812	710	1642
15	12	5	12	5	5	10	5
11	13	2	18	22	20	20	11
26	18	24	12	21	13	10	27
823	676	1264	293	269	139	1037	258
31	14	122	42	139	120	66	31
38	48	27	37	19	8	8	8
441	121	317	209	197	133	112	133
160	37	264	72	379	185	226	142
14	8	5	8	2	10	4	7
1495	2077	1147	1436	3200	1650	1725	1566
503	179	614	1059	892	839	281	950
777	402	482	476	470	616	364	513
168	146	164	82	125	220	165	219
22	10	26	16	41	24	17	5
23	29	17	54	34	28	16	19
280	423	438	152	409	322	173	277
317	175	529	669	1187	1440	2256	685
22	2	1	9	2	13	3	6
630	992	698	365	350	1192	961	810
332	266	196	232	431	183	191	107
123	192	338	122	252	292	652	149
22	30	15	10	56	19	6	16
247	200	481	85	1382	1720	1107	1218
3251	3719	1848	5085	5187	5471	7982	6246
26	51	60	188	46	57	62	80
40	108	76	98	101	41	54	146
172	437	291	710	103	376	700	2456
1667	940	1311	1125	1091	3869	1353	436
875	605	1196	362	18	13	7	7
21	29	4	18	33	42	3	13
116	22	77	100	72	73	150	80
663	728	990	1421	594	1145	1248	2513
973	1265	1228	352	1532	1243	1200	1776
104	32	45	61	59	65	44	85
3408	4236	6068	9889	3986	4023	2299	9744
3486	9828	2062	8433	10737	7540	6489	16939
64	61	123	117	121	94	44	29
6	6	5	3	20	3	13	20
73	283	76	59	37	83	188	95
3175	19518	16098	107485	2352	10778	28745	90701
433	563	254	656	538	203	676	303
206	596	996	1937	52	354	1706	1647
67	66	33	37	87	117	38	66
62	49	18	142	81	18	74	32
9	36	0	161	17	0	0	1072
74	73	154	56	60	77	100	64
140	172	182	147	154	201	212	248
515	1051	5281	5690	516	1246	2301	8952
0	15	5	0	14	4	1	5
15	22	22	6	14	1	39	15
15	18	4	28	11	16	27	22
27	27	15	22	21	14	28	53
7	7	16	15	14	11	2	8
1041	976	481	1551	1040	1474	1258	559
263	1002	733	749	580	353	296	251
733	2098	8440	3713	237	1606	5182	12571
70	147	224	102	429	263	266	183
305	485	335	191	430	234	191	556
1173	761	3234	23732	170	2443	3459	13435
14290	34577	46563	80472	15048	67813	39583	31491
684	1880	9645	23727	1082	2434	5707	7999
504	365	901	476	129	120	88	288
440	1073	1064	281	2617	1966	1822	3906
336	273	292	1315	340	503	483	779
466	936	571	757	1041	911	445	395
2515	1450	2254	6548	4482	1543	2316	2922
1443	1228	1142	919	3065	2027	1532	1352
81	81	105	64	149	114	172	123
2201	1206	1477	861	285	775	1550	748
162	122	216	156	51	118	137	68
259	445	234	832	565	282	290	540
618	1147	935	5775	219	888	835	6322
2	1	1	2	8	1	10	2
215	58	162	73	124	207	65	25
871	647	648	213	401	249	432	442
393	320	427	121	148	440	626	120
11	12	14	27	16	17	15	5
16	46	28	17	12	4	12	17
10	18	28	31	62	23	33	12
154	279	378	109	172	200	131	191
676	1936	1417	2761	1012	596	442	512
11	35	9	13	16	11	34	29
209	495	278	319	165	271	418	105
587	337	529	563	562	253	807	116
2544	3518	23579	55909	5250	14338	29189	90075
1	2	2	4	5	2	3	3
5	13	1	9	7	1	8	14
79	302	145	286	120	149	116	69
1	16	3	2	4	3	10	1
4	7	7	10	18	10	11	19
60	253	823	1756	158	345	234	332
18	52	164	760	8	24	231	391
55	36	31	65	101	95	63	51
49	154	154	222	202	202	130	161
0	6	2	4	14	6	5	10
268	1013	2200	9153	97	771	5197	4403
67	80	119	61	104	87	123	86
17057	8341	13023	12360	5490	11077	12005	4432
165	505	1165	1874	109	811	955	1671
21824	56954	72848	254499	2253	13777	9850	113506
12	29	32	13	31	32	9	21
143	431	58	283	377	147	401	134
16	9	33	21	53	45	13	52
23266	28770	64054	54315	185654	309774	215052	330313
422	420	599	433	651	293	649	789
4	9	7	6	6	0	0	10
491	412	305	278	311	382	450	358
396	171	575	333	223	157	261	193
9	2	4	2	15	20	15	10
1370	357	1208	538	305	749	204	303
437	755	84	351	165	511	406	585
122	141	247	110	94	42	132	216
0	8	14	4	24	23	10	10
1413	1149	3998	1283	2300	4771	811	4177
99	95	83	155	177	67	103	165
46	35	11	14	23	30	26	23
97	132	37	68	52	106	24	11
548	564	558	324	671	777	450	317
11	19	22	29	18	15	22	15
381	192	177	589	274	408	426	313
679	257	665	804	863	483	1151	478
944	3824	9350	20659	1069	794	6903	6458
6	7	25	22	12	15	8	14
2898	2174	1124	1208	1562	5570	3622	2370
17312	56120	83015	405549	6285	14660	64542	91355
7	9	7	1	3	10	6	5
2160	2020	2281	1082	974	3606	3009	1405
267	405	473	378	84	476	92	246
872	404	550	420	435	222	610	393
41	74	36	20	44	46	16	54
11	13	46	53	32	19	39	13
207	339	291	231	337	165	188	269
85	87	111	115	760	184	300	681
307	485	225	111	135	82	138	130
2953	2958	2416	2323	1503	1221	1386	2446
220	58	109	58	176	346	182	181
385	369	119	281	255	145	298	260
1318	1952	4473	1718	2110	883	3016	2230
15741	10665	17197	31759	15375	27244	12987	11502
1090	5468	21982	45603	325	5367	10236	27212
20	4	11	9	11	14	15	7
27	11	40	51	9	11	50	13
1305	524	901	1154	3928	3193	7481	3801
1412	988	967	2179	3936	2793	1625	4437
7	2	10	8	0	6	6	0
72	31	69	72	49	137	106	42
268	91	510	141	426	130	417	586
223	211	285	308	87	169	128	203
493	602	242	256	375	188	159	224
7877	3408	2406	6209	5575	3086	5475	5541
104	382	156	316	118	179	129	260
501566	282599	555780	405366	148935	104057	92355	181257
7	18	12	6	7	7	9	6
62	95	47	25	119	62	65	17
290	621	966	601	289	1164	1267	1276
52	83	19	22	55	46	25	19
132	99	65	101	229	48	272	249
491	676	521	467	114	114	111	75
54	123	115	65	161	269	93	253
21	18	18	20	10	8	9	3
368	366	285	267	76	136	242	83
19	19	15	3	5	10	8	7
1860	1315	3247	1535	900	4225	1892	2359
1928	4867	21973	12998	915	3403	12639	58667
21	10	29	30	24	13	29	20
497	722	183	759	324	270	442	98
27	31	34	26	14	13	34	38
62	58	20	85	30	51	71	60
37	22	26	47	14	11	18	22
48	223	864	1264	62	50	694	908
194	165	80	230	175	428	624	286
192	275	406	770	568	340	603	504
77	381	1521	1631	27	35	411	875
435	613	823	313	915	677	574	525
6028	8965	3812	9791	11527	10117	5048	10168
144	64	9	25	82	47	41	42
2659	3748	6487	8722	4849	1990	2002	3521
7	6	2	9	7	7	0	0
29	12	17	48	5	18	11	33
213	107	59	166	164	110	126	97
1440	1136	549	564	3727	1972	1241	967
9	8	39	13	6	9	6	11
270	618	137	557	426	210	216	390
117	81	195	126	126	141	329	165
129	48	78	73	32	43	53	63
82	184	610	1575	76	237	405	1148
104	138	118	144	238	119	131	247
382	418	1038	456	327	229	335	611
51	60	56	74	16	26	112	14
817	4254	5549	21326	823	1440	909	22276
47	103	71	27	28	78	38	70
30	134	468	219	61	170	351	1324
8	5	0	5	14	0	12	2
203	226	74	112	91	229	75	32
609	7794	9263	9997	350	1809	2382	14547
