Fib2424hr5R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib2724hr10R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib3424hr15R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib4124hr20R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib24bsl1R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib27bsl6R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib34bsl11R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib41bsl16R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam
ENSG00000124785	0	0	0	0	0	0	0	0
ENSG00000124491	0	0	0	0	0	0	0	0
ENSG00000112799	0	3	0	1	0	1	0	1
ENSG00000124782	173	164	219	133	238	196	63	126
ENSG00000124783	4056	4721	7102	6500	4028	4463	1391	3679
ENSG00000164304	0	0	0	0	0	1	0	0
ENSG00000124784	186	245	435	225	251	286	67	153
ENSG00000096696	2471	1544	1011	2834	3284	1667	203	2068
ENSG00000168566	138	161	174	132	101	158	44	80
ENSG00000153162	262	484	735	357	246	385	139	147
ENSG00000239264	15162	24204	27835	19388	13655	21162	4503	11119
ENSG00000259040	938	2626	3119	2347	1594	1727	558	1167
ENSG00000188428	116	206	209	109	127	136	25	44
ENSG00000265818	242	438	389	198	219	402	73	132
ENSG00000124802	304	536	468	238	264	527	104	163
ENSG00000124786	287	407	439	353	275	421	156	223
ENSG00000181355	0	0	0	0	0	0	0	0
ENSG00000137203	41	5	34	93	149	16	34	173
ENSG00000111846	20	32	10	37	3	1	2	7
ENSG00000137434	1	1	1	1	0	0	0	1
ENSG00000111845	279	464	567	336	325	460	120	203
ENSG00000111843	969	1700	1974	1186	1074	1434	543	881
ENSG00000137210	93	113	222	138	133	138	55	137
ENSG00000272162	28	51	121	65	54	64	13	42
ENSG00000111837	0	0	0	0	0	0	0	0
ENSG00000124827	0	0	0	0	0	0	0	0
ENSG00000153157	0	0	0	0	0	0	0	0
ENSG00000197977	0	0	7	2	2	1	1	0
ENSG00000224531	41	67	66	36	44	46	11	27
ENSG00000244476	0	0	0	0	0	0	0	0
ENSG00000111859	629	657	1306	731	1050	403	213	736
ENSG00000205269	4	10	5	2	7	0	3	2
ENSG00000111863	1	3	4	9	3	5	2	4
ENSG00000095951	375	395	550	346	466	566	164	268
ENSG00000078401	843	1602	2379	1184	1276	1476	609	593
ENSG00000112137	25	21	17	39	48	16	6	55
ENSG00000145979	172	325	259	258	168	329	56	148
ENSG00000145990	19	25	31	17	34	33	11	11
ENSG00000124523	72	115	134	89	111	111	41	63
ENSG00000225921	880	1314	1894	1019	1037	1233	349	564
ENSG00000010017	559	884	998	800	699	842	243	439
ENSG00000050393	90	106	159	60	129	112	40	53
ENSG00000180537	12	9	19	11	17	15	3	9
ENSG00000112149	4	9	9	7	5	8	5	4
ENSG00000008083	89	155	154	101	189	205	46	107
ENSG00000047579	143	259	241	170	256	261	60	156
ENSG00000007944	40	98	105	49	35	58	19	18
ENSG00000137198	36	97	56	38	133	243	85	118
ENSG00000124788	116	152	186	106	110	143	37	46
ENSG00000230873	2	4	2	0	0	0	0	0
ENSG00000112183	109	110	163	103	111	86	28	46
ENSG00000112186	1138	1491	1795	1037	1277	1355	336	752
ENSG00000137414	158	214	256	217	276	275	91	217
ENSG00000124789	397	500	699	434	573	582	177	281
ENSG00000137177	183	256	380	269	390	298	140	257
ENSG00000187566	31	19	64	36	56	38	26	38
ENSG00000137364	65	86	163	62	105	122	54	47
ENSG00000165097	130	189	267	233	193	215	70	168
ENSG00000124795	507	622	935	459	595	738	225	280
ENSG00000137393	13	5	44	7	44	12	32	30
ENSG00000172201	254	464	300	172	364	390	124	219
ENSG00000172197	9	7	12	4	14	18	3	9
ENSG00000112242	234	289	337	203	189	290	73	134
ENSG00000145996	178	279	324	173	195	276	62	101
ENSG00000124766	347	447	517	414	707	479	172	322
ENSG00000172179	0	0	0	0	0	0	0	0
ENSG00000112273	2	5	1	0	0	3	0	0
ENSG00000152954	0	0	0	0	0	0	0	0
ENSG00000146038	7	19	10	5	35	20	6	11
ENSG00000146049	0	0	0	0	0	0	0	0
ENSG00000124532	215	298	271	189	429	326	105	132
ENSG00000112293	4	19	21	11	26	20	5	11
ENSG00000112294	73	115	136	74	167	115	36	131
ENSG00000137261	1	2	0	4	1	2	0	1
ENSG00000111802	328	399	684	381	383	413	150	242
ENSG00000112304	397	602	589	352	350	660	113	206
ENSG00000112308	48	70	101	44	81	69	23	26
ENSG00000112312	120	173	131	85	155	241	51	62
ENSG00000260286	0	0	0	0	0	0	0	0
ENSG00000282804	0	0	0	0	0	0	0	0
ENSG00000111913	0	0	0	0	0	1	0	2
ENSG00000283467	0	0	0	0	0	1	0	2
ENSG00000079691	221	271	387	261	457	348	139	251
ENSG00000079689	0	0	0	0	0	0	0	0
ENSG00000164508	0	0	0	0	0	0	0	0
ENSG00000146047	0	0	0	0	0	0	0	0
ENSG00000146039	4	0	1	0	4	0	0	0
ENSG00000124568	0	0	0	0	0	0	0	0
ENSG00000124564	0	0	0	0	0	0	0	0
ENSG00000112337	0	0	0	0	0	0	0	0
ENSG00000112343	237	399	480	369	454	422	167	293
ENSG00000124610	35	40	67	31	31	23	18	18
ENSG00000275714	38	61	85	45	77	98	39	41
ENSG00000278637	16	35	57	14	37	20	25	17
ENSG00000278705	452	730	973	429	737	688	275	339
ENSG00000274267	52	75	70	72	66	79	73	35
ENSG00000278463	38	69	60	27	68	63	35	26
ENSG00000276410	27	60	47	37	40	28	10	10
ENSG00000278272	43	49	49	21	45	88	40	23
ENSG00000187837	4319	6194	6090	4294	4524	6590	1751	2432
ENSG00000010704	77	141	195	195	158	125	47	173
ENSG00000197061	1117	1732	2274	1259	1691	1290	385	636
ENSG00000187475	0	0	0	0	0	1	0	0
ENSG00000180596	1091	1777	1713	1109	1132	1175	381	606
ENSG00000180573	1832	4027	3452	2134	2901	2914	876	1486
ENSG00000168298	777	1088	1580	548	1121	1525	417	476
ENSG00000158373	305	787	532	361	463	797	191	262
ENSG00000274290	26	38	68	39	43	46	21	23
ENSG00000277157	31	60	131	15	44	68	27	18
ENSG00000282988	389	530	671	512	435	429	129	258
ENSG00000197409	202	407	532	348	229	283	122	183
ENSG00000196866	245	309	361	314	294	259	75	165
ENSG00000277224	171	252	200	235	162	211	56	113
ENSG00000276966	1923	4950	7992	4087	3395	2821	1555	2255
ENSG00000273802	729	1293	1042	885	645	877	268	401
ENSG00000277075	197	449	382	269	362	337	88	193
ENSG00000274750	42	69	58	29	58	99	18	24
ENSG00000124575	7	84	59	37	13	110	13	9
ENSG00000274618	12	55	57	31	8	28	16	10
ENSG00000275663	0	0	0	0	0	0	0	0
ENSG00000277775	2	3	5	3	7	9	2	1
ENSG00000275713	11	26	18	23	15	13	9	6
ENSG00000273983	0	2	4	0	4	2	9	1
ENSG00000278588	2	20	12	9	15	31	10	11
ENSG00000158406	616	1703	1627	1207	763	1108	347	542
ENSG00000186470	7	4	15	20	12	10	3	15
ENSG00000124508	55	94	98	120	73	78	22	101
ENSG00000026950	11	34	37	45	14	43	18	29
ENSG00000111801	30	91	100	100	54	112	44	65
ENSG00000112763	273	295	450	359	258	281	101	276
ENSG00000124557	0	1	0	0	0	0	0	0
ENSG00000182952	155	211	227	145	202	210	65	110
ENSG00000146109	128	320	302	235	229	226	82	172
ENSG00000181315	6	5	5	5	5	10	2	0
ENSG00000124635	108	293	196	118	107	157	47	64
ENSG00000196787	14	46	45	18	35	33	21	22
ENSG00000276180	1	4	4	0	4	5	1	1
ENSG00000197903	409	750	612	498	472	689	128	360
ENSG00000274997	23	32	45	21	25	34	7	20
ENSG00000112812	2	0	0	2	5	1	0	1
ENSG00000158553	0	0	0	0	0	0	0	0
ENSG00000124613	26	23	27	17	14	19	6	5
ENSG00000096654	65	173	215	94	110	146	36	42
ENSG00000185130	12	26	19	14	23	18	11	8
ENSG00000196747	8	18	2	10	9	18	1	5
ENSG00000278828	68	54	88	45	85	83	33	30
ENSG00000276368	6	6	10	5	9	12	8	4
ENSG00000273703	5	7	11	10	11	8	7	7
ENSG00000197238	0	0	0	0	0	0	0	0
ENSG00000273542	0	0	0	0	0	1	0	0
ENSG00000233822	108	111	136	81	58	79	32	29
ENSG00000275221	43	64	71	9	41	31	17	10
ENSG00000276903	20	18	51	10	16	26	17	10
ENSG00000184357	46	68	82	23	68	55	38	19
ENSG00000275379	78	90	117	29	55	95	23	17
ENSG00000275126	20	40	45	10	26	35	6	5
ENSG00000197153	13	17	30	23	18	29	7	9
ENSG00000278677	50	103	131	79	69	85	25	17
ENSG00000274641	16	23	44	15	11	29	10	8
ENSG00000168131	0	0	0	0	0	0	0	0
ENSG00000124657	0	0	0	0	0	0	0	0
ENSG00000197279	8	16	28	10	12	18	10	6
ENSG00000196812	19	39	30	10	30	45	7	17
ENSG00000198315	313	416	529	263	392	332	131	210
ENSG00000137185	110	132	209	126	153	153	57	98
ENSG00000187626	44	71	90	41	48	86	11	34
ENSG00000189134	37	50	109	16	15	53	8	9
ENSG00000197062	147	254	241	173	195	205	60	99
ENSG00000276302	13	32	29	20	25	15	4	13
ENSG00000137338	46	83	107	27	54	61	24	20
ENSG00000235109	52	155	84	40	94	117	25	16
ENSG00000189298	40	41	67	42	73	61	17	21
ENSG00000158691	26	68	83	21	47	70	18	17
ENSG00000187987	5	2	12	5	10	7	1	8
ENSG00000198704	0	0	0	0	1	0	0	0
ENSG00000224586	0	0	0	0	0	0	0	0
ENSG00000232040	40	17	30	4	36	21	8	1
ENSG00000204713	345	568	580	467	497	569	162	342
ENSG00000197935	2	4	6	9	5	5	1	4
ENSG00000204704	0	0	0	0	0	0	0	0
ENSG00000204703	0	0	0	0	0	0	0	0
ENSG00000204702	0	0	0	0	0	0	0	0
ENSG00000204701	0	0	0	0	0	0	0	0
ENSG00000204700	0	0	0	0	0	0	0	0
ENSG00000204695	0	0	0	0	0	0	0	0
ENSG00000243729	0	0	0	0	0	0	0	0
ENSG00000112462	0	0	0	0	0	0	0	0
ENSG00000280236	0	0	0	0	0	0	0	0
ENSG00000251608	0	0	0	0	0	0	0	0
ENSG00000204694	0	0	0	0	0	0	0	0
ENSG00000206474	0	0	0	0	0	0	0	0
ENSG00000204688	0	0	0	0	0	0	0	0
ENSG00000204687	0	0	0	0	0	0	0	0
ENSG00000213886	0	0	0	0	0	0	0	0
ENSG00000204681	14	14	11	8	17	17	14	16
ENSG00000204657	0	0	0	0	0	0	0	0
ENSG00000204655	0	0	0	0	0	0	0	0
ENSG00000204644	3	58	1	3	4	81	0	1
ENSG00000204642	32	191	121	307	135	132	29	280
ENSG00000204632	8	36	90	126	15	24	17	171
ENSG00000206503	1710	2013	3505	2790	2932	2004	935	3023
ENSG00000066379	74	142	152	87	159	115	46	84
ENSG00000204619	286	460	577	380	412	389	153	348
ENSG00000204618	0	0	1	0	0	0	0	0
ENSG00000204616	0	0	0	0	0	0	0	0
ENSG00000204614	0	0	0	0	0	0	0	0
ENSG00000204613	0	0	0	0	0	0	0	0
ENSG00000204610	0	0	0	0	0	0	0	0
ENSG00000234127	200	402	468	350	478	358	130	374
ENSG00000204599	68	121	113	80	112	89	30	62
ENSG00000248167	156	278	321	191	299	256	73	153
ENSG00000241370	103	184	232	125	215	189	48	106
ENSG00000204592	1181	1986	3109	2867	2377	1970	1053	3046
ENSG00000204590	233	391	452	291	391	339	114	248
ENSG00000204576	50	70	65	38	62	84	24	29
ENSG00000204574	844	1063	1415	937	1162	1370	351	772
ENSG00000204569	530	668	985	568	698	701	221	495
ENSG00000204568	347	621	665	383	513	629	197	313
ENSG00000137343	41	77	123	84	78	68	25	50
ENSG00000204564	89	100	113	73	94	111	31	69
ENSG00000204560	300	468	676	460	550	521	190	423
ENSG00000146112	626	850	1353	1157	1296	1008	264	1114
ENSG00000137404	15	9	42	29	35	27	10	13
ENSG00000137337	190	258	406	239	273	287	83	170
ENSG00000196230	3520	4328	7056	4974	5459	5974	2039	6239
ENSG00000137312	576	778	1095	842	720	740	248	709
ENSG00000137331	6267	8813	11744	7669	6977	9139	2596	4191
ENSG00000204580	933	1404	1493	1732	1341	1466	371	1162
ENSG00000213780	145	220	219	178	207	214	53	156
ENSG00000137411	121	175	129	106	126	166	38	90
ENSG00000196260	0	0	0	0	0	0	0	0
ENSG00000168631	0	0	0	1	0	1	0	0
ENSG00000204544	0	0	0	0	0	0	0	0
ENSG00000261272	0	0	0	0	0	0	0	0
ENSG00000204542	0	0	0	0	0	0	0	0
ENSG00000204540	2	20	14	3	3	25	8	4
ENSG00000204539	0	2	0	0	0	2	0	0
ENSG00000204538	0	0	0	0	0	1	0	0
ENSG00000204536	40	48	85	40	65	77	20	38
ENSG00000137310	2	3	2	0	1	2	4	0
ENSG00000204531	0	0	0	0	0	0	0	0
ENSG00000206344	0	2	0	0	0	0	0	1
ENSG00000204525	529	1263	5211	2808	1173	1065	1488	2630
ENSG00000234745	658	1429	3300	3351	1519	1314	876	3021
ENSG00000204520	458	1452	1248	1429	688	1553	310	1303
ENSG00000204516	136	110	132	129	211	179	27	131
ENSG00000204511	0	0	0	0	0	0	0	0
ENSG00000198563	739	1396	2211	1545	1207	1236	463	1057
ENSG00000254870	4	0	3	0	2	0	2	1
ENSG00000213760	2	0	3	0	3	1	3	3
ENSG00000204498	51	82	124	51	58	105	30	53
ENSG00000226979	0	0	0	0	0	0	0	0
ENSG00000232810	0	0	0	0	0	0	0	0
ENSG00000227507	1	1	0	2	0	0	0	0
ENSG00000204482	0	0	0	4	0	0	0	0
ENSG00000204475	0	0	0	0	0	0	0	0
ENSG00000204472	0	0	0	0	0	0	0	0
ENSG00000204469	799	905	1415	947	1373	1252	399	1054
ENSG00000204463	1214	1527	2185	1509	2177	1999	656	1420
ENSG00000204444	23	31	39	33	28	18	12	13
ENSG00000204439	35	41	87	48	62	67	17	42
ENSG00000204438	109	126	155	105	180	164	61	86
ENSG00000204435	1912	2802	3717	2357	2290	2721	924	1667
ENSG00000263020	1578	2334	3272	1972	1933	2249	763	1388
ENSG00000240053	0	2	1	0	5	2	3	3
ENSG00000204428	2	8	5	4	2	0	3	4
ENSG00000204427	279	322	477	340	315	338	106	322
ENSG00000204422	0	0	0	0	0	0	0	0
ENSG00000204424	0	0	0	0	0	0	0	0
ENSG00000250641	0	0	0	0	0	0	0	0
ENSG00000255552	0	0	0	0	0	0	0	0
ENSG00000244355	0	0	0	0	0	0	0	0
ENSG00000204420	0	0	0	0	0	0	0	0
ENSG00000204421	0	0	2	0	0	1	0	4
ENSG00000213722	237	392	491	339	395	398	140	280
ENSG00000213719	2484	3012	4559	3962	3846	3230	1473	3682
ENSG00000204410	4	9	10	1	9	7	3	5
ENSG00000255152	4	9	10	1	9	7	3	5
ENSG00000228727	0	0	0	0	0	1	0	0
ENSG00000204396	0	1	0	1	2	0	0	1
ENSG00000204394	772	910	1561	1123	1325	1138	452	1051
ENSG00000204392	113	166	254	108	117	172	49	98
ENSG00000204390	22	35	54	24	34	57	25	26
ENSG00000204389	72	72	89	82	109	81	29	97
ENSG00000204388	28	45	53	33	55	59	25	61
ENSG00000204387	21	37	48	17	29	32	2	12
ENSG00000204386	516	612	1071	988	843	644	323	1026
ENSG00000204385	0	0	0	0	0	0	0	0
ENSG00000204371	207	376	417	333	535	483	188	387
ENSG00000166278	3	5	10	3	10	2	3	4
ENSG00000204366	25	34	43	20	44	46	17	27
ENSG00000244255	358	794	1388	630	1003	1142	551	702
ENSG00000243649	365	795	1403	633	1002	1148	550	702
ENSG00000204356	394	764	906	546	637	625	199	365
ENSG00000204351	390	492	651	597	586	511	177	452
ENSG00000204348	93	177	264	137	184	159	59	94
ENSG00000204344	211	339	465	250	235	303	95	152
ENSG00000244731	0	1	0	0	1	0	1	0
ENSG00000279546	0	0	0	0	0	0	0	0
ENSG00000224389	0	0	0	0	0	0	0	0
ENSG00000231852	0	0	0	0	0	0	0	0
ENSG00000168477	2	2	9	1	12	2	24	6
ENSG00000213676	861	844	1076	1291	1433	1129	359	1225
ENSG00000204315	63	83	103	80	101	70	39	39
ENSG00000204314	0	4	3	0	0	1	0	0
ENSG00000221988	44	95	104	85	108	117	28	99
ENSG00000258388	36	89	83	74	92	103	26	93
ENSG00000241404	0	0	2	2	2	2	3	4
ENSG00000204310	241	276	441	339	359	339	122	236
ENSG00000204308	117	194	245	119	161	149	38	90
ENSG00000204305	0	2	1	2	2	0	1	0
ENSG00000204304	24	36	37	35	44	31	5	15
ENSG00000213654	4	0	2	0	2	0	2	6
ENSG00000204301	2	2	6	5	1	0	0	1
ENSG00000204296	0	0	0	0	0	0	0	0
ENSG00000204290	0	0	0	0	0	0	0	0
ENSG00000204287	0	0	0	0	0	0	0	0
ENSG00000198502	1	0	0	0	0	2	0	0
ENSG00000196126	0	2	0	0	0	4	0	1
ENSG00000196735	0	0	0	0	0	0	0	0
ENSG00000179344	4	0	0	0	0	3	1	0
ENSG00000237541	0	2	0	0	0	0	0	0
ENSG00000232629	1	0	0	0	0	0	0	0
ENSG00000241106	0	0	0	0	0	0	0	0
ENSG00000250264	81	116	155	140	198	216	72	260
ENSG00000204267	88	128	160	146	214	231	78	270
ENSG00000204264	25	40	66	108	69	87	46	163
ENSG00000240065	3	9	12	3	15	11	10	6
ENSG00000168394	81	101	114	129	140	141	47	156
ENSG00000242574	0	0	0	0	0	0	2	2
ENSG00000248993	5	11	13	5	8	13	5	8
ENSG00000204257	49	146	128	91	75	158	35	87
ENSG00000204256	674	787	824	633	851	755	303	582
ENSG00000204252	0	0	0	0	0	0	0	0
ENSG00000231389	9	9	51	1	29	1	20	0
ENSG00000223865	3	2	26	3	5	1	3	2
ENSG00000204248	0	0	0	1	1	0	0	0
ENSG00000204231	315	369	552	352	394	422	128	283
ENSG00000112473	2407	4076	4851	4328	3142	3002	1005	2655
ENSG00000204228	1	10	12	1	5	33	5	5
ENSG00000204227	164	430	401	275	308	328	103	237
ENSG00000223501	275	369	498	405	424	407	186	331
ENSG00000231500	573	788	1035	305	697	1072	221	401
ENSG00000235863	0	3	5	8	8	4	0	0
ENSG00000227057	484	702	842	578	577	675	221	411
ENSG00000204220	365	606	686	475	495	569	151	333
ENSG00000237441	27	41	51	40	85	74	12	42
ENSG00000231925	393	460	655	575	700	661	258	593
ENSG00000236104	29	37	55	25	31	28	12	24
ENSG00000204209	118	169	266	177	204	197	91	130
ENSG00000237649	6	27	7	5	7	30	10	6
ENSG00000112511	102	179	235	158	189	159	72	129
ENSG00000112514	1381	1955	2560	1696	2202	2313	881	1511
ENSG00000197283	14	34	58	34	43	52	14	26
ENSG00000213588	72	85	152	89	98	96	32	76
ENSG00000030110	43	132	196	181	108	101	27	69
ENSG00000096433	64	127	200	106	77	78	22	34
ENSG00000137288	226	398	393	267	244	366	101	222
ENSG00000161896	0	0	0	0	0	0	0	0
ENSG00000161904	186	348	383	247	344	289	112	214
ENSG00000096395	0	0	0	0	0	0	0	0
ENSG00000124493	0	0	0	0	1	0	0	0
ENSG00000137309	21	22	75	38	63	21	13	73
ENSG00000186577	32	66	64	52	54	47	21	54
ENSG00000272325	72	143	143	96	146	168	47	66
ENSG00000270800	70	151	147	101	133	160	49	71
ENSG00000124614	14	37	31	29	19	24	14	20
ENSG00000124507	0	1	1	1	0	0	0	2
ENSG00000124664	0	0	0	0	0	0	0	0
ENSG00000196821	192	298	302	233	250	269	99	161
ENSG00000124562	661	851	929	625	657	855	189	395
ENSG00000065060	283	365	428	156	382	410	80	113
ENSG00000064995	191	389	385	215	294	350	95	127
ENSG00000064999	175	300	307	258	303	271	102	204
ENSG00000124678	1	0	0	1	4	1	0	0
ENSG00000146197	1151	1190	2354	1443	1795	986	459	1120
ENSG00000065029	45	62	73	25	67	37	24	47
ENSG00000023892	2	0	4	2	0	0	1	0
ENSG00000112033	70	120	124	115	161	128	64	96
ENSG00000112039	3	11	18	9	18	32	14	12
ENSG00000198755	633	1011	1451	518	954	1181	317	543
ENSG00000007866	384	538	874	546	532	512	169	383
ENSG00000112041	0	0	0	0	0	0	0	0
ENSG00000096060	26	21	67	67	66	51	26	52
ENSG00000157343	3	0	2	0	0	0	2	0
ENSG00000196748	0	0	1	0	0	0	0	0
ENSG00000204140	0	0	0	0	0	0	0	0
ENSG00000137392	0	0	0	0	0	0	0	0
ENSG00000197753	0	0	0	0	0	0	0	0
ENSG00000096063	474	574	772	586	555	700	177	421
ENSG00000112053	0	1	2	2	1	0	0	1
ENSG00000112062	416	639	862	658	666	688	215	436
ENSG00000156711	6	10	29	44	9	5	4	26
ENSG00000096070	92	143	159	110	116	137	34	64
ENSG00000180316	2	4	2	2	1	3	0	2
ENSG00000189325	0	0	0	0	0	0	0	0
ENSG00000010030	3	2	22	12	17	19	6	29
ENSG00000179165	0	0	0	0	0	0	0	0
ENSG00000112078	646	1042	985	761	1387	1277	430	1030
ENSG00000112079	1428	2396	2648	1510	1937	2186	601	896
ENSG00000112081	463	988	1312	644	813	1079	301	580
ENSG00000124762	3712	12735	11627	7339	8188	8902	2733	6248
ENSG00000255587	0	1	0	2	3	0	0	0
ENSG00000124772	1	8	5	1	0	2	0	1
ENSG00000137168	197	464	563	326	264	350	100	212
ENSG00000198663	781	1445	1856	1352	1094	1233	435	860
ENSG00000164530	44	23	108	304	18	5	7	45
ENSG00000137409	1389	1615	2641	2639	1651	1493	547	1320
ENSG00000146192	0	0	0	0	0	0	0	0
ENSG00000137193	240	424	391	265	470	502	141	123
ENSG00000172738	75	62	85	59	55	36	20	41
ENSG00000065491	60	67	95	59	83	63	20	41
ENSG00000112130	172	223	237	133	249	258	62	97
ENSG00000137200	350	499	588	560	582	569	186	519
ENSG00000198937	123	132	178	100	148	143	33	59
ENSG00000112139	23	54	79	39	77	34	31	50
ENSG00000156639	1149	2452	2456	1451	1842	2035	686	978
ENSG00000183826	153	248	301	179	209	262	78	142
ENSG00000124767	1567	1713	2291	1294	1984	2689	673	1134
ENSG00000124721	3	4	0	1	6	7	2	0
ENSG00000112164	0	0	0	0	0	0	0	0
ENSG00000112167	38	90	132	58	88	99	43	41
ENSG00000164626	0	0	2	2	0	0	0	0
ENSG00000124780	0	0	0	0	0	0	0	0
ENSG00000095981	0	0	0	0	0	0	0	0
ENSG00000164627	3	2	7	3	3	1	1	0
ENSG00000146122	277	683	702	255	292	582	108	164
ENSG00000124615	43	60	65	59	75	88	20	57
ENSG00000156564	0	0	0	0	0	0	0	0
ENSG00000124602	0	0	0	0	0	0	0	0
ENSG00000124596	64	121	111	67	115	106	17	46
ENSG00000112212	0	0	0	0	0	0	0	0
ENSG00000124701	0	0	0	0	0	0	0	0
ENSG00000001167	151	82	189	112	131	97	31	84
ENSG00000161911	0	0	0	0	0	0	0	0
ENSG00000095970	0	0	0	0	0	0	0	0
ENSG00000112195	0	1	0	0	0	1	0	0
ENSG00000188056	0	0	0	0	0	0	0	0
ENSG00000124731	0	1	3	2	7	2	4	2
ENSG00000096264	0	0	0	0	0	0	0	0
ENSG00000137166	153	218	238	184	139	135	34	109
ENSG00000112559	56	40	24	22	11	16	0	5
ENSG00000112561	69	118	144	68	125	79	31	46
ENSG00000096088	0	0	0	0	0	0	0	0
ENSG00000137218	5	0	4	2	6	0	1	2
ENSG00000124593	7	18	21	17	8	12	4	4
ENSG00000278224	7	18	21	17	8	12	4	4
ENSG00000214736	354	494	622	439	406	580	179	274
ENSG00000164663	0	2	5	4	3	10	1	3
ENSG00000124641	153	284	308	217	231	270	97	152
ENSG00000112578	294	500	567	347	480	481	185	286
ENSG00000112576	216	306	389	389	231	248	117	204
ENSG00000137413	100	199	190	154	169	207	59	109
ENSG00000188112	28	73	52	36	86	103	18	38
ENSG00000048545	0	0	0	0	0	3	0	0
ENSG00000214732	0	2	0	0	0	0	0	0
ENSG00000112599	8	7	6	10	11	12	3	10
ENSG00000048544	265	356	377	224	234	404	92	140
ENSG00000124496	3	6	8	4	27	15	9	17
ENSG00000024048	678	959	1302	757	1090	1179	306	648
ENSG00000112619	9	19	23	4	7	12	4	9
ENSG00000124659	336	515	648	415	550	553	194	342
ENSG00000112624	76	90	125	40	106	143	38	40
ENSG00000146223	48	178	168	145	172	149	50	88
ENSG00000221821	12	2	21	5	14	11	4	20
ENSG00000171611	0	0	0	1	0	0	1	1
ENSG00000137161	356	573	720	392	505	422	183	370
ENSG00000124713	0	2	5	5	1	0	0	3
ENSG00000124587	105	232	169	110	194	260	58	114
ENSG00000112640	393	686	638	585	684	640	220	472
ENSG00000124733	502	789	872	620	575	727	221	493
ENSG00000124702	417	563	813	365	450	479	211	261
ENSG00000124541	424	630	879	472	454	593	178	282
ENSG00000044090	454	412	706	563	705	485	196	425
ENSG00000137171	195	272	359	269	291	257	89	207
ENSG00000112651	262	377	460	293	314	356	104	202
ENSG00000112655	1849	2687	5261	1566	1965	2113	784	1335
ENSG00000112658	222	224	392	239	307	177	66	229
ENSG00000112659	62	118	126	84	140	131	48	83
ENSG00000112667	89	168	275	202	300	192	109	197
ENSG00000146216	0	0	0	0	0	0	0	0
ENSG00000137204	0	0	1	0	0	0	0	0
ENSG00000146215	0	0	0	0	0	0	0	0
ENSG00000171467	131	173	224	150	221	220	56	95
ENSG00000124574	227	273	378	328	410	341	112	364
ENSG00000171462	0	3	1	0	3	7	0	1
ENSG00000137221	81	133	148	129	132	173	47	95
ENSG00000204052	7	8	10	7	10	2	4	6
ENSG00000171453	262	362	547	337	360	449	118	237
ENSG00000137207	1293	1499	1859	1703	1706	1677	555	1526
ENSG00000124571	569	897	1169	621	864	1169	314	644
ENSG00000170734	324	451	544	503	425	486	144	373
ENSG00000172432	323	628	925	278	387	378	121	142
ENSG00000124688	159	303	504	318	329	291	140	235
ENSG00000172426	2	9	21	9	5	2	6	11
ENSG00000096080	273	372	471	306	342	484	126	265
ENSG00000112715	978	1978	2223	1860	1936	2078	505	1535
ENSG00000181577	0	0	2	3	0	0	0	0
ENSG00000180992	330	709	949	607	483	579	199	408
ENSG00000137216	511	791	1067	880	718	715	293	902
ENSG00000137225	1	0	0	0	0	0	0	0
ENSG00000262179	0	1	3	2	0	0	0	0
ENSG00000112759	106	175	404	226	154	133	74	159
ENSG00000096384	5318	7473	11107	8270	8806	9518	3314	8077
ENSG00000157593	599	804	1175	1082	831	856	281	849
ENSG00000146232	29	21	42	43	53	36	17	33
ENSG00000178233	0	0	0	0	0	0	0	0
ENSG00000272442	0	0	0	0	0	0	0	0
ENSG00000146221	0	0	0	0	0	0	0	0
ENSG00000124608	59	103	138	67	85	115	25	67
ENSG00000249481	0	0	0	0	0	0	0	0
ENSG00000096401	949	1140	1424	997	1017	1258	442	646
ENSG00000196284	140	278	297	145	215	238	81	76
ENSG00000283553	71	112	103	60	88	110	32	25
ENSG00000124813	147	166	265	135	198	238	93	95
ENSG00000112782	0	0	0	0	1	0	2	0
ENSG00000001561	620	238	660	385	612	228	152	351
ENSG00000112796	17	10	32	12	32	13	11	13
ENSG00000172348	61	140	70	44	223	138	49	71
ENSG00000146233	0	0	0	0	2	0	1	0
ENSG00000153291	1	4	2	0	1	0	0	0
ENSG00000180113	0	1	0	0	0	0	0	0
ENSG00000146070	0	0	4	1	0	0	1	0
ENSG00000230062	0	0	0	0	0	0	0	0
ENSG00000112818	0	0	0	0	0	0	0	0
ENSG00000069122	9	1	11	2	9	1	2	0
ENSG00000153292	0	0	0	0	0	0	0	0
ENSG00000146072	545	584	581	738	977	715	150	469
ENSG00000198087	838	877	1149	1204	849	878	232	548
ENSG00000164393	2	0	0	3	0	0	0	1
ENSG00000153294	0	3	15	10	3	4	0	0
ENSG00000124818	0	0	0	0	0	0	0	0
